step,moves,tau,entropy,gini,drift
1,5,0.488529,1.132134,0.492927,0.300044
2,4,0.584326,0.940544,0.416080,0.198877
3,1,0.626188,0.811227,0.362074,0.130095
4,0,0.648362,0.753761,0.338022,0.091486
5,0,0.660794,0.726732,0.326851,0.062151
6,0,0.667475,0.713464,0.321667,0.046398
7,0,0.671816,0.701405,0.316398,0.033177
8,0,0.674591,0.692378,0.312209,0.024976
9,0,0.676018,0.685649,0.309204,0.019023
10,0,0.677395,0.671530,0.303612,0.017734
11,0,0.678961,0.668083,0.302352,0.016361
12,0,0.679971,0.663724,0.300465,0.013606
13,0,0.681132,0.658533,0.298217,0.012551
14,0,0.681830,0.654728,0.296421,0.011461
15,0,0.682401,0.648060,0.293760,0.009892
16,0,0.683003,0.647310,0.293424,0.007215
