step,moves,tau,entropy,gini,drift
1,1529,0.272771,0.949486,0.421179,0.372111
2,475,0.446320,0.682358,0.309152,0.236286
3,170,0.534836,0.494310,0.226539,0.154492
4,96,0.589521,0.415495,0.191125,0.095067
5,69,0.616218,0.376900,0.173813,0.068489
6,63,0.631979,0.351151,0.162393,0.053946
7,57,0.643467,0.332116,0.154136,0.045283
8,43,0.651806,0.316639,0.147131,0.039640
9,38,0.658496,0.299843,0.139625,0.036767
10,39,0.664393,0.284901,0.132840,0.036329
11,37,0.669720,0.272905,0.127303,0.035363
12,41,0.674857,0.259676,0.121126,0.035669
13,35,0.679499,0.248307,0.115857,0.036042
14,43,0.683864,0.237289,0.110689,0.035528
15,39,0.688298,0.228787,0.106796,0.034962
16,36,0.692733,0.218746,0.102055,0.034852
