step,moves,tau,entropy,gini,drift
1,1193,0.375409,1.037138,0.457417,0.355984
2,251,0.508187,0.790127,0.357208,0.213316
3,121,0.561377,0.594332,0.271430,0.156407
4,123,0.595318,0.482005,0.220913,0.105347
5,116,0.618153,0.425087,0.195467,0.074902
6,99,0.633077,0.389172,0.179542,0.058420
7,83,0.643805,0.363648,0.167964,0.047495
8,85,0.651753,0.344348,0.159324,0.040069
9,70,0.658656,0.329042,0.152314,0.035709
10,66,0.664702,0.314508,0.145673,0.032149
11,65,0.669757,0.297811,0.138042,0.030948
12,50,0.674727,0.284841,0.132115,0.029063
