step,moves,tau,entropy,gini,drift
1,1436,0.274746,0.982686,0.435361,0.363569
2,421,0.442483,0.718233,0.325566,0.234064
3,133,0.528843,0.545142,0.249043,0.152856
4,90,0.579895,0.450268,0.207235,0.098949
5,61,0.606828,0.410920,0.189690,0.069869
6,36,0.622745,0.385696,0.178205,0.053276
7,42,0.633751,0.362828,0.167895,0.044003
8,37,0.641714,0.348396,0.161336,0.038259
9,32,0.648794,0.334886,0.155119,0.034894
10,35,0.654351,0.321381,0.149051,0.032804
11,33,0.659702,0.307890,0.143084,0.030647
12,26,0.663984,0.297854,0.138529,0.030107
13,26,0.668580,0.288692,0.134311,0.028879
14,20,0.672669,0.279311,0.129910,0.029416
15,20,0.676649,0.270509,0.125845,0.028110
16,20,0.679918,0.259872,0.121021,0.027480
