step,moves,tau,entropy,gini,drift
1,214,0.275015,0.992904,0.440587,0.356779
2,65,0.434839,0.777891,0.354172,0.228212
3,18,0.519948,0.607441,0.278722,0.153677
4,7,0.568735,0.506342,0.233584,0.097488
5,8,0.592941,0.438169,0.202649,0.075324
6,6,0.611451,0.398680,0.184575,0.057349
7,3,0.626708,0.375680,0.174568,0.045854
8,6,0.636195,0.358331,0.166373,0.036003
9,4,0.641670,0.330728,0.153764,0.036480
10,4,0.649568,0.317986,0.147882,0.035630
11,5,0.656848,0.305071,0.142015,0.034796
12,6,0.663167,0.289190,0.134371,0.032627
13,9,0.668166,0.266613,0.124214,0.035519
14,9,0.672600,0.240953,0.112729,0.042361
15,7,0.678636,0.229308,0.107474,0.039755
16,6,0.683967,0.219983,0.102878,0.038544
