step,moves,tau,entropy,gini,drift
1,5311,0.131525,0.838896,0.376557,0.268881
2,3363,0.325095,0.513677,0.235996,0.219655
3,1266,0.454219,0.396201,0.182144,0.157051
4,471,0.530721,0.339845,0.156829,0.114432
5,299,0.568795,0.309901,0.143080,0.094131
6,209,0.595311,0.293644,0.135750,0.074508
7,187,0.615561,0.278487,0.128875,0.062979
8,176,0.632609,0.266075,0.123226,0.055773
9,167,0.646371,0.255720,0.118640,0.048913
10,180,0.659006,0.245400,0.113896,0.044600
11,166,0.670471,0.234925,0.109158,0.039135
12,161,0.680890,0.225266,0.104723,0.033613
