step,moves,tau,entropy,gini,drift
1,59,0.484625,1.128741,0.492417,0.300733
2,16,0.580525,0.963498,0.427308,0.192776
3,2,0.620453,0.857701,0.382892,0.129477
4,0,0.642456,0.796113,0.356715,0.089165
5,1,0.654374,0.758746,0.340488,0.064135
6,0,0.661748,0.731872,0.328797,0.048321
7,1,0.666481,0.718281,0.322817,0.036341
8,0,0.669848,0.704961,0.316893,0.028827
9,0,0.672156,0.693874,0.312045,0.023359
10,0,0.673891,0.687503,0.309281,0.018114
11,0,0.675086,0.681868,0.307005,0.014297
12,0,0.675989,0.679020,0.305753,0.011562
13,0,0.676761,0.674106,0.303635,0.009820
14,0,0.677401,0.671113,0.302357,0.008029
15,0,0.677914,0.669323,0.301570,0.007035
16,1,0.678321,0.666699,0.300319,0.006280
