step,moves,tau,entropy,gini,drift
1,3,0.501661,1.196537,0.518391,0.282481
2,0,0.591165,1.055983,0.463828,0.192550
3,0,0.629469,0.966489,0.425306,0.120256
4,0,0.648806,0.910832,0.402623,0.086574
5,0,0.659979,0.830258,0.370833,0.060750
6,0,0.667449,0.809774,0.364263,0.048460
7,0,0.671510,0.800632,0.360020,0.035982
8,0,0.675464,0.801137,0.359822,0.028227
9,0,0.677709,0.799462,0.358762,0.018275
10,0,0.679212,0.791396,0.354950,0.014808
11,0,0.680523,0.790979,0.355073,0.010993
12,0,0.681010,0.792277,0.355415,0.007589
13,0,0.681365,0.792277,0.355415,0.006358
14,0,0.681821,0.792277,0.355415,0.010060
15,0,0.682554,0.790001,0.354586,0.009070
16,0,0.683041,0.779310,0.351003,0.008096
