step,moves,tau,entropy,gini,drift
1,231,0.356845,1.102345,0.481053,0.321926
2,13,0.500089,0.930140,0.411418,0.201703
3,2,0.567515,0.792184,0.354000,0.135837
4,3,0.603678,0.717896,0.322688,0.094558
5,1,0.623514,0.675778,0.304178,0.069136
6,1,0.635710,0.648179,0.292204,0.051888
7,0,0.643565,0.633314,0.285785,0.039342
8,1,0.649178,0.620654,0.280056,0.032614
9,0,0.653246,0.607376,0.274221,0.026668
10,0,0.656486,0.600023,0.270997,0.021826
11,0,0.659062,0.589358,0.266372,0.018072
12,0,0.660942,0.584545,0.264205,0.015162
13,0,0.662557,0.576064,0.260726,0.012588
14,1,0.663810,0.571874,0.258926,0.011249
15,0,0.664865,0.569195,0.257748,0.010145
16,0,0.665797,0.565639,0.256243,0.007898
