step,moves,tau,entropy,gini,drift
1,106,0.123571,0.905302,0.409906,0.278528
2,53,0.293886,0.650447,0.299438,0.221849
3,17,0.415604,0.557172,0.256696,0.156570
4,0,0.503364,0.474131,0.219749,0.107683
5,0,0.544457,0.462696,0.214099,0.079254
6,1,0.571153,0.447525,0.207923,0.063800
7,1,0.589976,0.435178,0.202266,0.058124
8,1,0.604809,0.418533,0.194232,0.043993
9,0,0.614645,0.398433,0.184443,0.039985
10,0,0.624828,0.398433,0.184443,0.033372
11,0,0.633173,0.390493,0.180710,0.029150
12,0,0.638635,0.375233,0.173434,0.027300
13,1,0.644011,0.370946,0.171566,0.020002
14,1,0.647943,0.367184,0.169616,0.019029
15,1,0.650832,0.350768,0.162582,0.019544
16,0,0.653430,0.350768,0.162582,0.015584
