step,moves,tau,entropy,gini,drift
1,348,0.359181,1.100826,0.480623,0.321390
2,16,0.501394,0.919329,0.407529,0.204829
3,1,0.568624,0.785967,0.352269,0.136825
4,0,0.604707,0.714337,0.321469,0.094373
5,1,0.624471,0.673987,0.303999,0.068476
6,0,0.636559,0.647179,0.292334,0.053428
7,0,0.644850,0.628723,0.284316,0.041543
8,0,0.650773,0.610852,0.276694,0.033366
9,1,0.655054,0.603201,0.273396,0.026338
10,0,0.658127,0.594852,0.269816,0.021665
11,0,0.660450,0.588536,0.267004,0.017962
12,1,0.662309,0.582118,0.264164,0.015621
13,1,0.663997,0.577542,0.262047,0.013454
14,0,0.665351,0.573644,0.260273,0.011431
15,0,0.666446,0.570460,0.259063,0.010462
16,1,0.667405,0.567171,0.257721,0.008901
