step,moves,tau,entropy,gini,drift
1,566,0.376657,1.031230,0.455634,0.352428
2,111,0.507931,0.787294,0.357018,0.209988
3,50,0.560885,0.599173,0.274191,0.155825
4,78,0.594522,0.492123,0.225848,0.106770
5,61,0.616656,0.436831,0.201102,0.074929
6,62,0.632018,0.396158,0.182750,0.060363
7,39,0.643184,0.363921,0.168411,0.048764
8,35,0.652342,0.344503,0.159646,0.040595
9,37,0.659344,0.326467,0.151304,0.034998
10,27,0.664834,0.312321,0.144885,0.031350
11,19,0.669930,0.301158,0.139726,0.027621
12,17,0.674255,0.290244,0.134664,0.024757
13,19,0.677706,0.280157,0.129992,0.023325
14,22,0.681002,0.271931,0.126309,0.022291
15,30,0.683810,0.262657,0.122021,0.021928
16,22,0.686817,0.254602,0.118482,0.021793
