step,moves,tau,entropy,gini,drift
1,1735,0.132560,0.846207,0.379002,0.272493
2,992,0.321488,0.532115,0.243977,0.217399
3,375,0.447724,0.427497,0.196461,0.153476
4,160,0.525840,0.364031,0.167848,0.114294
5,101,0.565199,0.328027,0.151677,0.092636
6,77,0.590950,0.309397,0.142980,0.076681
7,74,0.612383,0.288380,0.133514,0.064203
8,67,0.629245,0.273164,0.126617,0.058156
9,61,0.644148,0.259677,0.120542,0.050995
10,51,0.656469,0.252277,0.117213,0.044550
11,53,0.667418,0.245706,0.114308,0.038329
12,50,0.677169,0.236594,0.110191,0.033222
13,57,0.685209,0.227223,0.105961,0.029046
14,47,0.691902,0.222865,0.103942,0.024188
15,52,0.696608,0.216654,0.101103,0.022298
16,54,0.700097,0.211335,0.098594,0.021533
