step,moves,tau,entropy,gini,drift
1,74,0.483789,1.132657,0.493164,0.302237
2,14,0.577847,0.960403,0.424907,0.193678
3,3,0.617622,0.862551,0.384380,0.124799
4,4,0.638647,0.795900,0.356326,0.091196
5,3,0.651007,0.759024,0.340284,0.066213
6,0,0.658563,0.739017,0.331611,0.048182
7,1,0.663524,0.722432,0.324290,0.037689
8,1,0.666752,0.712826,0.320036,0.028163
9,1,0.669103,0.702901,0.315804,0.022401
10,0,0.670915,0.696035,0.312908,0.018231
11,0,0.672262,0.691005,0.310539,0.015138
12,0,0.673331,0.684901,0.307917,0.012805
