step,moves,tau,entropy,gini,drift
1,853,0.250000,1.061149,0.469272,0.000000
2,965,0.428571,0.686009,0.309964,0.000000
3,891,0.625000,0.511482,0.226186,0.000000
4,882,0.750000,0.546212,0.239807,0.000000
5,864,0.714286,0.439386,0.193427,0.000000
6,974,0.833333,0.562496,0.244871,0.000000
7,954,0.714286,0.421575,0.186306,0.000000
8,958,0.833333,0.511952,0.221929,0.000000
9,948,0.750000,0.419808,0.185439,0.000000
10,954,0.833333,0.481606,0.210739,0.000000
11,943,0.750000,0.401423,0.177241,0.000000
12,947,0.833333,0.451151,0.196415,0.000000
13,954,0.800000,0.392434,0.172668,0.000000
14,909,0.833333,0.410289,0.179053,0.000000
15,925,0.833333,0.413323,0.180733,0.000000
16,954,0.833333,0.446559,0.193982,0.000000
