step,moves,tau,entropy,gini,drift
1,373,0.358535,1.092070,0.478637,0.323171
2,18,0.505057,0.921791,0.410016,0.202960
3,5,0.571309,0.791968,0.354696,0.136425
4,0,0.606142,0.710592,0.319175,0.095595
5,3,0.626273,0.662937,0.298658,0.069309
6,0,0.638194,0.634586,0.286522,0.052630
7,0,0.646037,0.615650,0.278438,0.041313
8,2,0.651610,0.600245,0.271818,0.032242
9,0,0.656004,0.590729,0.267620,0.026582
10,0,0.659043,0.582752,0.264194,0.021766
11,1,0.661470,0.576174,0.261241,0.018348
12,1,0.663437,0.570337,0.258809,0.015464
13,0,0.665011,0.564834,0.256509,0.014382
14,0,0.666308,0.560203,0.254517,0.011426
15,0,0.667376,0.555810,0.252614,0.009490
16,0,0.668289,0.554926,0.252191,0.008842
