step,moves,tau,entropy,gini,drift
1,423,0.143588,0.788707,0.356316,0.278295
2,231,0.334811,0.506108,0.231228,0.216806
3,96,0.465095,0.352538,0.161594,0.151912
4,40,0.539753,0.303442,0.139437,0.114672
5,32,0.575473,0.277045,0.127964,0.096672
6,23,0.601973,0.257820,0.119386,0.077942
7,22,0.624579,0.251362,0.116699,0.064198
8,21,0.642947,0.239378,0.111012,0.057824
9,19,0.657092,0.233032,0.108194,0.051552
10,19,0.671098,0.223636,0.103926,0.043156
11,22,0.682553,0.217113,0.101145,0.037176
12,18,0.692449,0.211021,0.098289,0.028841
13,17,0.698654,0.205903,0.096050,0.026002
14,19,0.703378,0.193347,0.089619,0.025024
15,17,0.707202,0.185985,0.086683,0.023054
16,19,0.709742,0.180272,0.083652,0.022807
