step,moves,tau,entropy,gini,drift
1,1503,0.145563,0.939825,0.417570,0.315371
2,574,0.325926,0.684234,0.309480,0.235315
3,121,0.454895,0.569111,0.259902,0.157810
4,15,0.529116,0.515258,0.236928,0.109457
5,5,0.568077,0.485633,0.224093,0.087968
6,3,0.596545,0.464381,0.214626,0.068498
7,2,0.615214,0.445257,0.206158,0.054093
8,1,0.628855,0.430985,0.199761,0.043806
9,1,0.639649,0.420104,0.194863,0.036333
10,0,0.647397,0.407023,0.188759,0.030929
11,1,0.653330,0.397880,0.184740,0.026230
12,2,0.657829,0.391629,0.181853,0.022583
13,1,0.661698,0.386280,0.179422,0.019292
14,0,0.665004,0.376433,0.175066,0.016893
15,0,0.667644,0.372153,0.173209,0.014983
16,1,0.669959,0.369154,0.171848,0.013244
