step,moves,tau,entropy,gini,drift
1,48,0.374075,1.068984,0.467928,0.302646
2,2,0.511446,0.884225,0.393751,0.202222
3,0,0.575315,0.772404,0.347342,0.131031
4,0,0.608627,0.708138,0.319576,0.092997
5,0,0.627651,0.677151,0.305793,0.066986
6,0,0.637590,0.639244,0.290029,0.052990
7,0,0.645461,0.624457,0.283061,0.040904
8,0,0.651222,0.613992,0.278755,0.033321
9,0,0.655185,0.601513,0.273093,0.025974
10,0,0.658161,0.596592,0.270672,0.022597
11,0,0.660614,0.591120,0.268112,0.018903
12,0,0.662367,0.589536,0.267317,0.014733
13,0,0.663887,0.588698,0.266806,0.013387
14,0,0.665054,0.581647,0.263682,0.011903
15,0,0.666298,0.579080,0.262507,0.012202
16,0,0.667571,0.573319,0.260055,0.010679
