step,moves,tau,entropy,gini,drift
1,562,0.375484,1.042136,0.459099,0.350866
2,126,0.506158,0.789332,0.357839,0.213136
3,66,0.558793,0.607644,0.277848,0.153912
4,78,0.591263,0.508629,0.233543,0.104048
5,55,0.613072,0.451357,0.207789,0.074908
6,58,0.626960,0.407052,0.187910,0.060689
7,42,0.638360,0.379713,0.175703,0.049831
8,42,0.647252,0.357014,0.165453,0.042290
9,28,0.654940,0.336706,0.156050,0.036759
10,30,0.661521,0.319739,0.148368,0.033346
11,27,0.667088,0.307205,0.142671,0.030299
12,25,0.671750,0.295082,0.137205,0.027403
13,19,0.675941,0.284709,0.132424,0.026567
14,25,0.679797,0.271087,0.126143,0.026155
15,16,0.683490,0.260937,0.121424,0.024451
16,25,0.686876,0.251630,0.117248,0.025533
