step,moves,tau,entropy,gini,drift
1,70,0.484202,1.139583,0.496302,0.301557
2,15,0.578760,0.971075,0.429420,0.192700
3,7,0.619362,0.868352,0.386434,0.127399
4,0,0.640912,0.804993,0.359766,0.088731
5,1,0.652496,0.770816,0.345083,0.063812
6,0,0.660140,0.748897,0.335605,0.047072
7,2,0.664825,0.734323,0.329378,0.036568
8,0,0.668192,0.722928,0.324695,0.028515
9,1,0.670641,0.714968,0.321341,0.022232
10,0,0.672320,0.707373,0.318028,0.017855
11,0,0.673595,0.703495,0.316273,0.014209
12,0,0.674657,0.699766,0.314706,0.012089
