step,moves,tau,entropy,gini,drift
1,188,0.270650,1.026723,0.451751,0.344724
2,57,0.426074,0.771727,0.348849,0.228457
3,22,0.509780,0.589017,0.268655,0.156623
4,12,0.560298,0.486807,0.223587,0.100632
5,8,0.590832,0.431501,0.198980,0.073754
6,7,0.608285,0.396618,0.183375,0.059438
7,4,0.623032,0.367208,0.170183,0.048291
8,2,0.632643,0.354315,0.164183,0.039221
9,5,0.640403,0.330417,0.152919,0.036349
10,5,0.648230,0.304432,0.141108,0.038289
11,2,0.655127,0.286675,0.133773,0.036496
12,3,0.661917,0.282195,0.131829,0.033612
13,2,0.666710,0.273812,0.127954,0.029964
14,6,0.670319,0.265832,0.124336,0.029711
15,3,0.674280,0.254313,0.119042,0.027407
16,4,0.677644,0.248490,0.116224,0.029749
