step,moves,tau,entropy,gini,drift
1,525,0.376065,1.049682,0.462432,0.350130
2,122,0.506030,0.808505,0.366054,0.211421
3,58,0.558451,0.616352,0.281851,0.156175
4,59,0.591809,0.498175,0.228931,0.107840
5,59,0.614425,0.436502,0.201292,0.076362
6,58,0.630403,0.394775,0.182351,0.060738
7,45,0.641833,0.367528,0.170103,0.049030
8,34,0.650278,0.347678,0.161353,0.040541
9,40,0.657539,0.329660,0.153153,0.035451
10,33,0.663162,0.315421,0.146769,0.032334
11,34,0.668313,0.302257,0.140691,0.029944
12,26,0.672761,0.288792,0.134481,0.027989
13,25,0.676841,0.281241,0.131108,0.026390
14,31,0.680901,0.269813,0.125927,0.026027
15,29,0.683997,0.260971,0.121893,0.025040
16,31,0.687063,0.252875,0.118184,0.024946
