step,moves,tau,entropy,gini,drift
1,122,0.484444,1.136170,0.495120,0.301422
2,21,0.579691,0.965921,0.427209,0.193972
3,7,0.619281,0.865440,0.385716,0.126860
4,2,0.640597,0.806373,0.360274,0.088603
5,2,0.652338,0.770280,0.344701,0.064009
6,2,0.659709,0.748398,0.334998,0.047047
7,1,0.664284,0.733473,0.328300,0.036278
8,0,0.667441,0.721888,0.323135,0.027833
9,0,0.669844,0.715127,0.320387,0.022546
10,0,0.671650,0.708190,0.317387,0.018554
11,0,0.672983,0.701064,0.314347,0.015289
12,0,0.674031,0.696833,0.312500,0.012590
