step,moves,tau,entropy,gini,drift
1,4,0.492739,1.143915,0.497376,0.292474
2,0,0.582634,0.997245,0.437087,0.192365
3,0,0.626463,0.856667,0.379062,0.135805
4,0,0.651670,0.773240,0.345246,0.085157
5,0,0.664153,0.735080,0.329693,0.065079
6,0,0.671919,0.692674,0.311232,0.049967
7,0,0.676656,0.662035,0.299951,0.040868
8,0,0.680551,0.632570,0.284771,0.034068
9,0,0.683326,0.635538,0.285735,0.018816
10,0,0.684593,0.616253,0.277697,0.016486
11,0,0.686035,0.602280,0.271660,0.015944
12,0,0.686846,0.600328,0.270806,0.008976
13,0,0.687163,0.592456,0.267478,0.007887
14,0,0.688155,0.592456,0.267478,0.006274
15,0,0.688935,0.592456,0.267478,0.007058
16,0,0.689227,0.590600,0.266842,0.006625
