step,moves,tau,entropy,gini,drift
1,69,0.485377,1.143774,0.498139,0.301324
2,17,0.577713,0.976031,0.432252,0.192207
3,3,0.618312,0.880413,0.392559,0.128700
4,3,0.640479,0.814236,0.364200,0.090469
5,5,0.652689,0.776935,0.348093,0.065426
6,0,0.660055,0.755067,0.338666,0.048216
7,1,0.664858,0.741354,0.332941,0.036089
8,0,0.668219,0.731780,0.328767,0.027714
9,0,0.670453,0.726316,0.326437,0.021701
10,0,0.672154,0.720731,0.324005,0.016987
11,0,0.673355,0.716676,0.322198,0.013930
12,0,0.674355,0.713006,0.320711,0.011693
