step,moves,tau,entropy,gini,drift
1,224,0.358666,1.109397,0.483439,0.316183
2,12,0.500666,0.926967,0.409631,0.206122
3,2,0.569111,0.800564,0.357112,0.134645
4,2,0.604798,0.720313,0.323402,0.094054
5,1,0.624995,0.667228,0.300888,0.068165
6,1,0.636789,0.639616,0.288878,0.052530
7,0,0.645589,0.624905,0.282414,0.040793
8,0,0.651282,0.609033,0.275837,0.032030
9,1,0.655282,0.599942,0.271689,0.026922
10,0,0.658441,0.591737,0.268072,0.022277
11,0,0.661008,0.586667,0.265631,0.018692
12,0,0.662869,0.581027,0.262892,0.015704
13,0,0.664417,0.576037,0.260767,0.012124
14,0,0.665479,0.573289,0.259485,0.010588
15,0,0.666588,0.571578,0.258631,0.008601
16,0,0.667372,0.568317,0.257200,0.008487
