step,moves,tau,entropy,gini,drift
1,88,0.250000,0.997121,0.441605,0.000000
2,109,0.428571,0.684853,0.306472,0.000000
3,104,0.600000,0.428815,0.191167,0.000000
4,113,0.833333,0.608732,0.264077,0.000000
5,102,0.666667,0.392843,0.176344,0.000000
6,110,0.833333,0.570965,0.250649,0.000000
7,108,0.666667,0.422672,0.187136,0.000000
8,103,0.800000,0.491965,0.215614,0.000000
9,105,0.750000,0.459168,0.200893,0.000000
10,111,0.800000,0.475643,0.207826,0.000000
11,101,0.750000,0.388877,0.172144,0.000000
12,104,0.833333,0.482270,0.208712,0.000000
13,99,0.750000,0.411663,0.179914,0.000000
14,106,0.833333,0.473243,0.206136,0.000000
15,105,0.750000,0.441956,0.195298,0.000000
16,102,0.750000,0.359883,0.158439,0.000000
