step,moves,tau,entropy,gini,drift
1,37,0.281425,1.043198,0.461724,0.345035
2,6,0.438212,0.860898,0.388005,0.203786
3,1,0.507429,0.670112,0.303400,0.144552
4,0,0.560205,0.568913,0.258925,0.089875
5,2,0.583199,0.472925,0.216842,0.069965
6,3,0.602312,0.441058,0.203070,0.056303
7,3,0.614538,0.395507,0.182842,0.050537
8,2,0.626823,0.353886,0.164718,0.052782
9,1,0.638381,0.319909,0.149747,0.046621
10,1,0.644794,0.310701,0.145253,0.039876
11,1,0.652316,0.295685,0.138493,0.035538
12,1,0.658561,0.291502,0.136826,0.029284
13,0,0.661983,0.291502,0.136826,0.027189
14,0,0.664467,0.291502,0.136826,0.018068
15,1,0.666747,0.279875,0.131323,0.020816
16,1,0.669531,0.265096,0.124513,0.028232
