step,moves,tau,entropy,gini,drift
1,2723,0.130741,0.843553,0.379535,0.270062
2,1732,0.321153,0.520950,0.239051,0.220092
3,681,0.452374,0.392799,0.180355,0.158384
4,262,0.531204,0.331824,0.152851,0.117415
5,148,0.569989,0.300635,0.138995,0.095832
6,103,0.597666,0.285142,0.131907,0.076768
7,90,0.618389,0.269757,0.125020,0.063749
8,87,0.635216,0.256408,0.118811,0.056092
9,78,0.649993,0.243879,0.113311,0.049618
10,70,0.663007,0.237291,0.110136,0.044278
11,76,0.675282,0.227082,0.105617,0.037681
12,76,0.686105,0.219184,0.101925,0.031391
13,75,0.693778,0.211063,0.098369,0.026239
14,72,0.698904,0.203780,0.094780,0.023902
15,66,0.703196,0.195427,0.091013,0.021745
16,69,0.706170,0.188904,0.087819,0.021342
