step,moves,tau,entropy,gini,drift
1,4,0.489475,1.138334,0.496170,0.297110
2,7,0.584225,0.957218,0.424539,0.195699
3,0,0.623576,0.863279,0.384368,0.127260
4,1,0.645390,0.814122,0.362297,0.087676
5,0,0.657096,0.771201,0.343790,0.066796
6,0,0.664830,0.738791,0.329777,0.049330
7,1,0.670220,0.718086,0.321064,0.035441
8,0,0.673761,0.699470,0.312817,0.030246
9,0,0.676188,0.683224,0.306008,0.024694
10,0,0.678427,0.678778,0.303687,0.018065
11,0,0.679862,0.664855,0.297347,0.018692
12,0,0.681086,0.658153,0.294194,0.015131
13,0,0.682190,0.655223,0.293063,0.012892
14,0,0.683035,0.647515,0.289414,0.012807
15,0,0.683806,0.638801,0.285942,0.011950
16,0,0.684488,0.638111,0.285636,0.010911
