step,moves,tau,entropy,gini,drift
1,71,0.483496,1.146475,0.498488,0.300606
2,12,0.577717,0.981056,0.433541,0.193421
3,6,0.618008,0.873548,0.389196,0.127995
4,2,0.639680,0.813109,0.363682,0.090586
5,2,0.651749,0.775875,0.347599,0.065615
6,0,0.659176,0.754130,0.338352,0.048847
7,0,0.664189,0.739967,0.332232,0.037073
8,0,0.667736,0.728710,0.327286,0.029166
9,0,0.670276,0.722372,0.324617,0.022534
10,0,0.672032,0.716768,0.322127,0.017511
11,1,0.673348,0.711649,0.319939,0.014427
12,1,0.674312,0.707699,0.318206,0.012142
