step,moves,tau,entropy,gini,drift
1,91,0.379978,1.051277,0.464696,0.345318
2,14,0.503157,0.797583,0.363695,0.211404
3,14,0.559434,0.628001,0.288557,0.155469
4,8,0.592060,0.508035,0.234674,0.108248
5,9,0.615607,0.428884,0.198021,0.078297
6,7,0.631346,0.383789,0.177947,0.059454
7,5,0.644042,0.358589,0.166776,0.044574
8,6,0.651281,0.340916,0.158892,0.041524
9,7,0.658720,0.323384,0.150452,0.038278
10,9,0.665254,0.302398,0.140909,0.033918
11,1,0.670234,0.292128,0.135807,0.028941
12,3,0.674319,0.282437,0.131426,0.024449
13,1,0.678356,0.273595,0.127261,0.020639
14,4,0.681387,0.264544,0.123174,0.022641
15,4,0.684539,0.253625,0.118503,0.023905
16,3,0.687184,0.247944,0.115652,0.022638
