step,moves,tau,entropy,gini,drift
1,59,0.483379,1.135607,0.493954,0.302071
2,8,0.579197,0.957787,0.423292,0.194644
3,1,0.620606,0.857421,0.381714,0.126781
4,2,0.642016,0.801311,0.357923,0.087763
5,1,0.653686,0.762902,0.341282,0.064403
6,0,0.660839,0.739836,0.331519,0.047623
7,0,0.665849,0.720770,0.323306,0.036963
8,1,0.669186,0.711751,0.319279,0.028266
9,0,0.671662,0.702775,0.315232,0.022945
10,0,0.673442,0.697877,0.312911,0.017535
11,0,0.674679,0.692301,0.310516,0.014378
12,0,0.675733,0.689061,0.308942,0.011344
13,0,0.676480,0.685439,0.307322,0.009701
14,0,0.677072,0.684206,0.306769,0.007989
15,0,0.677555,0.682379,0.305950,0.006446
16,0,0.677990,0.680346,0.305060,0.005237
