step,moves,tau,entropy,gini,drift
1,99,0.483160,1.141847,0.497267,0.302803
2,21,0.578087,0.966467,0.427582,0.193735
3,9,0.618644,0.858163,0.382679,0.128002
4,0,0.640411,0.797814,0.357065,0.089807
5,1,0.652939,0.762634,0.341956,0.064608
6,0,0.660373,0.736912,0.330857,0.048954
7,0,0.665308,0.722755,0.324425,0.036323
8,1,0.668685,0.711462,0.319573,0.027948
9,1,0.671007,0.703822,0.316331,0.022546
10,0,0.672807,0.696112,0.312898,0.018366
11,0,0.674182,0.692563,0.311224,0.014572
12,0,0.675197,0.689062,0.309552,0.012126
