step,moves,tau,entropy,gini,drift
1,233,0.366192,1.100847,0.480661,0.313670
2,14,0.505272,0.919041,0.408056,0.200792
3,6,0.571580,0.791478,0.354062,0.135934
4,1,0.606658,0.703016,0.317095,0.093902
5,0,0.626276,0.653501,0.295636,0.067687
6,0,0.638423,0.624031,0.282843,0.051562
7,2,0.646229,0.606429,0.275147,0.041440
8,0,0.652436,0.595906,0.270455,0.033765
9,1,0.656626,0.585261,0.265990,0.027069
10,1,0.659825,0.577711,0.262736,0.022420
11,0,0.662181,0.570816,0.259719,0.018047
12,0,0.664207,0.565400,0.257383,0.015240
13,0,0.665644,0.557964,0.254048,0.012578
14,0,0.666871,0.553085,0.252078,0.011287
15,0,0.667933,0.548703,0.250039,0.010221
16,0,0.668966,0.545475,0.248794,0.009705
