step,moves,tau,entropy,gini,drift
1,39,0.363460,1.122173,0.489316,0.309784
2,3,0.505400,0.930291,0.411598,0.202484
3,1,0.570795,0.804649,0.358791,0.135879
4,1,0.605028,0.711206,0.319745,0.097087
5,0,0.626492,0.657643,0.296693,0.070401
6,0,0.639244,0.620535,0.279538,0.052857
7,0,0.647646,0.602852,0.272901,0.040987
8,0,0.653575,0.588082,0.266599,0.031276
9,0,0.657949,0.572690,0.259771,0.026927
10,0,0.661137,0.565738,0.256805,0.021770
11,0,0.663348,0.562360,0.255421,0.017358
12,0,0.665165,0.562940,0.255821,0.016812
13,0,0.666886,0.556262,0.252996,0.012949
14,0,0.668044,0.555924,0.253044,0.011481
15,0,0.669206,0.555470,0.252821,0.010203
16,0,0.670398,0.550481,0.250626,0.009698
