step,moves,tau,entropy,gini,drift
1,355,0.377317,1.044271,0.460185,0.345625
2,77,0.504158,0.809146,0.365475,0.211398
3,42,0.557842,0.618335,0.282283,0.156417
4,35,0.590886,0.494788,0.226664,0.108543
5,35,0.615379,0.433980,0.199269,0.076594
6,30,0.630680,0.398705,0.183136,0.058899
7,27,0.640842,0.370601,0.171000,0.047849
8,19,0.648945,0.354702,0.163875,0.040388
9,31,0.655677,0.333269,0.153943,0.038982
10,27,0.662701,0.314069,0.145206,0.034810
11,23,0.668573,0.294864,0.136430,0.033463
12,22,0.674122,0.279082,0.129355,0.032240
13,19,0.679090,0.267690,0.124151,0.030520
14,17,0.684052,0.255246,0.118417,0.028972
15,21,0.687793,0.245343,0.113929,0.028055
16,11,0.691418,0.236452,0.109867,0.026565
