step,moves,tau,entropy,gini,drift
1,7,0.363245,1.204312,0.524121,0.301798
2,1,0.515497,1.039141,0.460072,0.202680
3,0,0.578189,0.853794,0.380651,0.144367
4,0,0.620722,0.773696,0.347796,0.097602
5,0,0.640971,0.734132,0.331792,0.068651
6,0,0.654230,0.680703,0.311196,0.052484
7,0,0.661443,0.656661,0.300534,0.037198
8,0,0.666990,0.648280,0.295337,0.025832
9,0,0.670185,0.651171,0.296743,0.022380
10,0,0.672640,0.643917,0.292973,0.015342
11,0,0.674128,0.631448,0.287880,0.012818
12,0,0.675521,0.629821,0.286831,0.013070
13,0,0.676810,0.629821,0.286831,0.010760
14,0,0.677655,0.629821,0.286831,0.010579
15,0,0.678716,0.625301,0.284433,0.009603
16,0,0.679433,0.617946,0.281175,0.010025
