step,moves,tau,entropy,gini,drift
1,11,0.487192,1.127027,0.491100,0.296027
2,2,0.579506,0.934646,0.413553,0.193785
3,1,0.621224,0.801169,0.357398,0.130204
4,2,0.644187,0.740902,0.331718,0.090124
5,0,0.656029,0.702476,0.314366,0.064206
6,0,0.663441,0.684698,0.306812,0.046523
7,0,0.668259,0.664423,0.297410,0.038280
8,0,0.671827,0.655143,0.293723,0.027175
9,0,0.674674,0.653663,0.292902,0.019594
10,0,0.676223,0.650218,0.291586,0.016884
11,0,0.677239,0.641376,0.287510,0.013184
12,0,0.678117,0.642207,0.288198,0.010550
13,0,0.678673,0.640564,0.287378,0.009476
14,0,0.679010,0.637625,0.286367,0.006517
15,0,0.679342,0.637441,0.286359,0.004816
16,0,0.679671,0.637578,0.286284,0.003111
