step,moves,tau,entropy,gini,drift
1,17,0.491376,1.110019,0.485099,0.294581
2,9,0.586589,0.926681,0.411946,0.194096
3,2,0.624534,0.829928,0.370712,0.124632
4,1,0.645733,0.776214,0.348260,0.086076
5,0,0.657261,0.742974,0.334216,0.062946
6,0,0.664265,0.728899,0.327790,0.045688
7,0,0.668326,0.713982,0.321020,0.035599
8,0,0.671320,0.698084,0.314488,0.027736
9,0,0.673493,0.694855,0.313151,0.020914
10,0,0.674982,0.687280,0.310022,0.018606
11,0,0.676344,0.678650,0.306509,0.014731
12,0,0.677393,0.675388,0.304903,0.011599
13,0,0.678204,0.670627,0.303149,0.010153
14,0,0.678842,0.666803,0.301364,0.008878
15,0,0.679353,0.664012,0.299912,0.007628
16,0,0.679739,0.658323,0.297549,0.008204
