step,moves,tau,entropy,gini,drift
1,980,0.134604,0.864573,0.388699,0.267632
2,546,0.313571,0.587946,0.269193,0.217585
3,187,0.435067,0.480804,0.220475,0.155235
4,62,0.511015,0.424720,0.195433,0.111406
5,25,0.549987,0.399136,0.183929,0.087564
6,17,0.576078,0.380337,0.175432,0.067413
7,17,0.594606,0.363778,0.167815,0.055874
8,18,0.609768,0.353273,0.163022,0.046664
9,15,0.621166,0.339488,0.156578,0.043851
10,13,0.630488,0.328077,0.151372,0.038275
11,11,0.639751,0.317538,0.146536,0.033293
12,5,0.646403,0.308006,0.142090,0.031516
13,3,0.653874,0.301040,0.138861,0.027538
14,6,0.659769,0.293511,0.135369,0.023240
15,8,0.664834,0.290278,0.133866,0.021721
16,8,0.669669,0.280445,0.129513,0.021555
