step,moves,tau,entropy,gini,drift
1,435,0.131985,0.854256,0.383335,0.274368
2,243,0.312460,0.562295,0.257154,0.218295
3,88,0.443014,0.427535,0.196501,0.156752
4,34,0.521265,0.359107,0.166105,0.112826
5,19,0.560318,0.336252,0.155978,0.091902
6,11,0.585627,0.322176,0.149562,0.070178
7,9,0.605493,0.307537,0.142693,0.058238
8,8,0.619724,0.298092,0.138683,0.048382
9,9,0.631208,0.292328,0.136120,0.043189
10,9,0.642241,0.286875,0.133753,0.040454
11,7,0.650520,0.280741,0.131046,0.035493
12,9,0.658734,0.273661,0.127838,0.031152
13,8,0.666545,0.267127,0.125070,0.027501
14,8,0.672948,0.263342,0.122918,0.023150
15,9,0.678966,0.253110,0.118253,0.021329
16,4,0.684061,0.247928,0.115886,0.019889
