step,moves,tau,entropy,gini,drift
1,4781,0.250000,1.073354,0.472969,0.000000
2,5189,0.428571,0.699585,0.317893,0.000000
3,5074,0.625000,0.547362,0.242158,0.000000
4,5250,0.750000,0.617592,0.268605,0.000000
5,4730,0.666667,0.418290,0.186064,0.000000
6,5131,0.833333,0.570652,0.247160,0.000000
7,5091,0.714286,0.426371,0.187486,0.000000
8,5212,0.833333,0.511994,0.222255,0.000000
9,5177,0.750000,0.434460,0.190822,0.000000
10,4905,0.800000,0.431022,0.187863,0.000000
11,5235,0.833333,0.482951,0.209956,0.000000
12,5011,0.750000,0.393877,0.173085,0.000000
