step,moves,tau,entropy,gini,drift
1,11,0.384777,1.161286,0.504022,0.314909
2,1,0.504088,0.952923,0.428354,0.206002
3,4,0.553505,0.718515,0.326505,0.158645
4,2,0.580804,0.613028,0.281609,0.113930
5,2,0.604645,0.551717,0.254877,0.070954
6,1,0.616576,0.525438,0.242498,0.057012
7,0,0.624261,0.503946,0.234708,0.041650
8,1,0.629837,0.484683,0.225322,0.036440
9,0,0.634105,0.469714,0.218366,0.028589
10,0,0.636309,0.462156,0.215191,0.026788
11,0,0.639632,0.457484,0.212683,0.018648
12,0,0.641263,0.444880,0.207501,0.017192
13,0,0.642706,0.444880,0.207501,0.012517
14,0,0.644037,0.444880,0.207501,0.010263
15,1,0.645508,0.444791,0.207439,0.008340
16,0,0.645809,0.444791,0.207439,0.009143
