step,moves,tau,entropy,gini,drift
1,53,0.484598,1.132821,0.493409,0.302222
2,7,0.580607,0.962221,0.425578,0.190452
3,2,0.619377,0.864797,0.385328,0.129074
4,3,0.641395,0.804573,0.360145,0.089470
5,4,0.653199,0.774513,0.347034,0.064758
6,2,0.660542,0.750299,0.336925,0.048840
7,1,0.665357,0.737141,0.331228,0.035224
8,0,0.668537,0.728209,0.327189,0.028213
9,0,0.670875,0.721044,0.323960,0.020779
10,0,0.672440,0.715206,0.321357,0.017348
11,0,0.673613,0.711714,0.319948,0.013198
12,0,0.674604,0.708663,0.318616,0.010654
13,0,0.675339,0.705999,0.317401,0.008999
14,0,0.675912,0.703197,0.316096,0.007884
15,0,0.676381,0.700702,0.315024,0.006770
16,0,0.676775,0.698432,0.314068,0.005712
