step,moves,tau,entropy,gini,drift
1,3088,0.272822,0.956220,0.424088,0.369056
2,1038,0.444192,0.685406,0.310511,0.238841
3,374,0.533401,0.505056,0.231090,0.157017
4,209,0.588867,0.420739,0.193285,0.098463
5,139,0.616632,0.377946,0.174080,0.069751
6,122,0.633232,0.348568,0.160959,0.054971
7,86,0.644487,0.329633,0.152450,0.046342
8,102,0.652880,0.309516,0.143446,0.042598
9,83,0.660160,0.294055,0.136482,0.039609
10,80,0.665702,0.281519,0.130723,0.037060
11,81,0.670639,0.270283,0.125677,0.035995
12,75,0.675461,0.260587,0.121275,0.034223
