step,moves,tau,entropy,gini,drift
1,38,0.481698,1.150225,0.500727,0.300163
2,8,0.577138,0.990920,0.437455,0.194592
3,1,0.617139,0.886941,0.394982,0.132030
4,2,0.639434,0.821120,0.367412,0.093338
5,0,0.652479,0.782875,0.351100,0.066338
6,0,0.660513,0.763237,0.342104,0.049366
7,0,0.665489,0.745134,0.334300,0.036756
8,0,0.668935,0.731442,0.328383,0.028946
9,0,0.671091,0.725938,0.326008,0.022176
10,0,0.672785,0.719039,0.322946,0.017429
11,0,0.674051,0.714126,0.320588,0.015300
12,0,0.675156,0.709546,0.318619,0.012939
13,0,0.676088,0.705606,0.317089,0.012128
14,1,0.676842,0.702922,0.315972,0.009205
15,0,0.677372,0.700430,0.314819,0.008094
16,1,0.677841,0.697842,0.313641,0.006566
