step,moves,tau,entropy,gini,drift
1,2487,0.250000,1.070219,0.470717,0.000000
2,2652,0.428571,0.717789,0.326391,0.000000
3,2699,0.625000,0.591409,0.261385,0.000000
4,2602,0.714286,0.575222,0.251280,0.000000
5,2563,0.714286,0.512412,0.224532,0.000000
6,2564,0.750000,0.506862,0.221264,0.000000
7,2544,0.750000,0.460823,0.201666,0.000000
8,2563,0.800000,0.479334,0.208873,0.000000
9,2692,0.800000,0.476472,0.207919,0.000000
10,2722,0.800000,0.479402,0.209083,0.000000
11,2494,0.750000,0.394659,0.173142,0.000000
12,2478,0.833333,0.433108,0.188971,0.000000
13,2703,0.833333,0.473151,0.206394,0.000000
14,2538,0.750000,0.381485,0.167784,0.000000
15,2428,0.833333,0.410231,0.179550,0.000000
16,2609,0.833333,0.441876,0.192971,0.000000
