step,moves,tau,entropy,gini,drift
1,5330,0.134856,0.839056,0.378098,0.268748
2,3328,0.324129,0.536479,0.246148,0.217276
3,1322,0.449399,0.414440,0.190183,0.158036
4,477,0.527660,0.349407,0.160975,0.115327
5,288,0.566213,0.320380,0.147970,0.094373
6,238,0.592622,0.301043,0.139035,0.074421
7,207,0.612360,0.284864,0.131665,0.063040
8,194,0.628711,0.271297,0.125469,0.055905
9,180,0.642743,0.260760,0.120737,0.049498
10,186,0.654767,0.252162,0.116800,0.043696
11,166,0.665799,0.244974,0.113572,0.039322
12,168,0.675627,0.238770,0.110743,0.033646
