step,moves,tau,entropy,gini,drift
1,822,0.376589,1.041071,0.459488,0.352651
2,224,0.507437,0.793321,0.359500,0.213315
3,103,0.559746,0.603975,0.276776,0.156850
4,87,0.593317,0.498216,0.229030,0.105994
5,76,0.615095,0.443550,0.204460,0.074283
6,69,0.629021,0.411344,0.190032,0.057626
7,58,0.639079,0.390963,0.180837,0.045771
8,42,0.646515,0.372739,0.172596,0.038388
9,50,0.652824,0.354029,0.164176,0.035507
10,47,0.658572,0.337598,0.156778,0.032730
11,38,0.663341,0.324125,0.150657,0.029597
12,44,0.668032,0.312714,0.145507,0.027024
