step,moves,tau,entropy,gini,drift
1,548,0.376083,1.045565,0.460716,0.350747
2,141,0.507046,0.798541,0.360727,0.212549
3,58,0.560307,0.599862,0.274373,0.158770
4,57,0.596126,0.480639,0.220770,0.108462
5,53,0.619364,0.417330,0.192258,0.076987
6,46,0.635812,0.379796,0.175155,0.058488
7,47,0.646649,0.349815,0.161622,0.048861
8,40,0.655942,0.328287,0.151741,0.042412
9,32,0.663487,0.306553,0.142077,0.037057
10,33,0.669195,0.291168,0.134936,0.033658
11,28,0.675007,0.277801,0.128993,0.031088
12,28,0.679872,0.267816,0.124377,0.028929
13,32,0.683956,0.256619,0.119207,0.028463
14,33,0.687741,0.246236,0.114390,0.027746
15,29,0.691458,0.234427,0.108905,0.027529
16,19,0.694770,0.226256,0.105158,0.026545
