step,moves,tau,entropy,gini,drift
1,106,0.368977,1.073858,0.470743,0.312818
2,13,0.512226,0.886499,0.395141,0.204413
3,1,0.575572,0.754561,0.338781,0.134812
4,3,0.610030,0.691842,0.312412,0.094114
5,0,0.629726,0.652287,0.295281,0.068774
6,0,0.641340,0.624653,0.283742,0.051914
7,0,0.648748,0.609220,0.277233,0.041279
8,0,0.654611,0.598468,0.272300,0.035532
9,0,0.659438,0.586231,0.266834,0.027164
10,0,0.662529,0.578055,0.263136,0.022062
11,0,0.664776,0.571531,0.260095,0.018531
12,0,0.666655,0.567147,0.258051,0.016665
13,0,0.668311,0.565352,0.257045,0.013236
14,0,0.669676,0.562254,0.255732,0.011412
15,1,0.670730,0.560720,0.255034,0.011324
16,0,0.671548,0.557865,0.253828,0.009439
