step,moves,tau,entropy,gini,drift
1,388,0.357955,1.096987,0.479944,0.323327
2,26,0.503569,0.931673,0.413762,0.202331
3,2,0.570005,0.792357,0.355032,0.137919
4,1,0.606560,0.710773,0.319872,0.095284
5,0,0.626355,0.668205,0.301987,0.067894
6,1,0.638559,0.639023,0.289550,0.052513
7,0,0.646973,0.618986,0.280835,0.041671
8,1,0.652824,0.605672,0.275004,0.033176
9,2,0.656930,0.597635,0.271453,0.025927
10,1,0.660143,0.588535,0.267502,0.022119
11,1,0.662571,0.582351,0.264649,0.018573
12,1,0.664419,0.576923,0.262227,0.014871
13,0,0.665987,0.571366,0.259856,0.012718
14,0,0.667226,0.566119,0.257629,0.010191
15,0,0.668302,0.562083,0.256005,0.009577
16,0,0.669122,0.560128,0.255124,0.008274
