step,moves,tau,entropy,gini,drift
1,8,0.391782,1.056652,0.466630,0.290110
2,0,0.523295,0.922787,0.407419,0.197077
3,2,0.576354,0.801921,0.353313,0.136015
4,0,0.609813,0.746549,0.331715,0.099767
5,0,0.629129,0.701883,0.312947,0.072431
6,0,0.641345,0.664524,0.296584,0.052182
7,0,0.649278,0.648250,0.289283,0.048623
8,0,0.655848,0.610446,0.273147,0.037916
9,0,0.661137,0.600673,0.268703,0.030292
10,0,0.665529,0.590865,0.265053,0.027056
11,0,0.669058,0.554994,0.250719,0.025222
12,0,0.671959,0.547377,0.248492,0.018681
13,0,0.674885,0.542386,0.246122,0.016666
14,0,0.676707,0.540750,0.245505,0.013650
15,0,0.677928,0.537123,0.243758,0.012751
16,0,0.679723,0.529269,0.240282,0.009536
