step,moves,tau,entropy,gini,drift
1,8,0.368421,1.176168,0.510388,0.299927
2,2,0.509574,1.011531,0.446797,0.204286
3,0,0.573027,0.883760,0.395996,0.132780
4,0,0.606393,0.829441,0.372092,0.096145
5,0,0.625746,0.762108,0.342810,0.069481
6,0,0.638109,0.745265,0.334588,0.055397
7,0,0.645251,0.736174,0.330461,0.037542
8,0,0.650297,0.717625,0.321186,0.031726
9,0,0.653582,0.692944,0.310639,0.024379
10,0,0.656342,0.672904,0.302003,0.020668
11,0,0.658821,0.648124,0.292473,0.014962
12,0,0.659943,0.635666,0.286736,0.012227
13,0,0.660944,0.632670,0.285266,0.015440
14,0,0.662519,0.625597,0.282304,0.008869
15,0,0.663330,0.628221,0.283335,0.008118
16,0,0.663951,0.628221,0.283335,0.004447
