step,moves,tau,entropy,gini,drift
1,103,0.250000,1.037448,0.457636,0.000000
2,95,0.428571,0.640636,0.295461,0.000000
3,105,0.625000,0.634069,0.276722,0.000000
4,98,0.666667,0.593628,0.260310,0.000000
5,113,0.714286,0.624381,0.269931,0.000000
6,102,0.666667,0.496289,0.216204,0.000000
7,106,0.750000,0.504261,0.224555,0.000000
8,106,0.714286,0.510987,0.222802,0.000000
9,105,0.750000,0.491140,0.218194,0.000000
10,108,0.750000,0.451145,0.197462,0.000000
11,99,0.750000,0.439600,0.191340,0.000000
12,109,0.800000,0.499989,0.217492,0.000000
13,112,0.750000,0.475928,0.209466,0.000000
14,104,0.750000,0.458000,0.202409,0.000000
15,103,0.750000,0.384890,0.167683,0.000000
16,103,0.833333,0.440405,0.192979,0.000000
