step,moves,tau,entropy,gini,drift
1,788,0.376077,1.049764,0.460998,0.349837
2,190,0.504448,0.784658,0.354466,0.217810
3,100,0.560037,0.588136,0.268402,0.158140
4,80,0.595732,0.482428,0.221467,0.105052
5,94,0.618245,0.427567,0.196966,0.074915
6,65,0.632757,0.391932,0.180863,0.057610
7,67,0.643206,0.365374,0.168938,0.047278
8,53,0.651086,0.344934,0.159656,0.040869
9,57,0.658327,0.326408,0.151336,0.036159
10,55,0.664157,0.310142,0.144004,0.033239
11,40,0.669405,0.297065,0.138178,0.030217
12,38,0.674089,0.287616,0.133776,0.027748
