step,moves,tau,entropy,gini,drift
1,9,0.496475,1.082454,0.473765,0.283877
2,3,0.584781,0.931542,0.414273,0.190057
3,1,0.622942,0.820769,0.366999,0.127618
4,0,0.643614,0.754347,0.338619,0.090548
5,0,0.655562,0.722428,0.325517,0.063466
6,0,0.662443,0.702432,0.316710,0.043347
7,0,0.666756,0.677980,0.306177,0.031429
8,0,0.669695,0.673206,0.303786,0.026289
9,0,0.671756,0.668067,0.301445,0.018561
10,0,0.672970,0.666388,0.300173,0.017531
11,0,0.674138,0.664646,0.299512,0.014944
12,0,0.675222,0.661340,0.297952,0.011114
13,0,0.676001,0.655103,0.295311,0.009892
14,0,0.676701,0.650944,0.293222,0.007841
15,0,0.677208,0.647398,0.291358,0.005908
16,0,0.677565,0.646537,0.290870,0.004398
