step,moves,tau,entropy,gini,drift
1,895,0.278706,0.981716,0.435169,0.355900
2,278,0.436282,0.728386,0.329239,0.235046
3,80,0.524258,0.548355,0.249481,0.152742
4,46,0.574874,0.444023,0.202983,0.098564
5,42,0.604625,0.390474,0.178934,0.070710
6,31,0.622458,0.357483,0.164642,0.054715
7,24,0.634823,0.339317,0.156632,0.043796
8,24,0.643494,0.324938,0.150132,0.040138
9,26,0.651223,0.309592,0.143095,0.036603
10,28,0.658220,0.295549,0.136693,0.034801
11,25,0.663367,0.285471,0.132221,0.032877
12,25,0.667847,0.276877,0.128245,0.032203
13,20,0.672900,0.268289,0.124295,0.031826
14,23,0.676624,0.258360,0.119746,0.032007
15,21,0.680856,0.248051,0.114941,0.030932
16,25,0.684933,0.236489,0.109834,0.032467
