step,moves,tau,entropy,gini,drift
1,2703,0.132790,0.833647,0.374943,0.269189
2,1647,0.321703,0.536990,0.246851,0.216007
3,618,0.448037,0.421966,0.193963,0.157829
4,278,0.525847,0.356597,0.164510,0.116025
5,193,0.565902,0.321907,0.148590,0.095990
6,164,0.592863,0.295560,0.136533,0.079253
7,147,0.615127,0.277521,0.128328,0.068264
8,122,0.631977,0.266326,0.123251,0.058891
9,101,0.647040,0.254860,0.118009,0.050578
10,110,0.659212,0.247631,0.114634,0.045168
11,114,0.670458,0.237373,0.109990,0.039600
12,108,0.681120,0.231311,0.107173,0.033671
13,106,0.689380,0.221525,0.102716,0.028558
14,107,0.695522,0.214619,0.099455,0.025623
15,109,0.700024,0.203408,0.094346,0.024394
16,107,0.703548,0.197663,0.091689,0.023830
