step,moves,tau,entropy,gini,drift
1,63,0.485071,1.128426,0.492157,0.301245
2,7,0.580448,0.959783,0.425109,0.190935
3,1,0.620438,0.855019,0.382047,0.128260
4,2,0.642495,0.791503,0.354751,0.089536
5,1,0.654814,0.758325,0.340309,0.063618
6,0,0.661922,0.738066,0.331479,0.047863
7,2,0.666770,0.720054,0.323385,0.036600
8,1,0.670164,0.707511,0.317690,0.029006
9,0,0.672640,0.700171,0.314390,0.021934
10,1,0.674299,0.693824,0.311575,0.017692
11,0,0.675548,0.688149,0.309082,0.014614
12,0,0.676582,0.686982,0.308622,0.011895
13,0,0.677397,0.682403,0.306716,0.010250
14,0,0.678094,0.679098,0.305141,0.008864
15,0,0.678658,0.674943,0.303351,0.007810
16,0,0.679084,0.673634,0.302772,0.006229
