step,moves,tau,entropy,gini,drift
1,2392,0.145281,0.934360,0.414186,0.313643
2,995,0.326242,0.666842,0.301266,0.235424
3,259,0.456703,0.530521,0.241708,0.159315
4,56,0.532595,0.470228,0.215366,0.113525
5,14,0.572446,0.438451,0.201899,0.089443
6,5,0.600497,0.417346,0.192515,0.068565
7,5,0.619820,0.397718,0.183565,0.054759
8,2,0.633742,0.381176,0.176042,0.043783
9,3,0.644240,0.369387,0.170772,0.036999
10,3,0.651980,0.361545,0.167380,0.029742
11,2,0.657918,0.353933,0.163821,0.025302
12,2,0.662550,0.346380,0.160458,0.022169
13,4,0.666209,0.339802,0.157620,0.019413
14,4,0.669459,0.336507,0.156093,0.016969
15,2,0.672213,0.331403,0.153744,0.015387
16,1,0.674503,0.329014,0.152719,0.013916
