step,moves,tau,entropy,gini,drift
1,26,0.488119,1.132711,0.493210,0.300796
2,4,0.582675,0.963149,0.425890,0.192830
3,3,0.622001,0.853465,0.379337,0.129600
4,1,0.644140,0.792519,0.353989,0.088100
5,0,0.656157,0.750923,0.335794,0.064301
6,0,0.663755,0.728876,0.325995,0.046754
7,0,0.668278,0.708912,0.317448,0.036224
8,0,0.671395,0.698357,0.312989,0.026725
9,0,0.673509,0.689072,0.309044,0.021623
10,0,0.675013,0.684407,0.306907,0.016273
11,0,0.676169,0.680657,0.305323,0.012497
12,0,0.677142,0.677471,0.303985,0.009884
13,0,0.677895,0.675847,0.303229,0.008466
14,0,0.678349,0.674590,0.302637,0.007188
15,0,0.678820,0.674212,0.302423,0.005812
16,0,0.679205,0.673540,0.302108,0.004701
